Ground-truth,frame,xnano,ynano,znano,intensity 
  482, 12106, 338.737, 1080.206, 335.904, 823.784 
  483, 12107, 338.737, 1080.206, 335.904, 2664.807 
  484, 12108, 338.737, 1080.206, 335.904, 1000.244 
  485, 12109, 338.737, 1080.206, 335.904, 313.528 
  486, 15349, 346.583, 1099.162, 325.355, 1257.964 
  487, 13303, 325.175, 1073.498, 322.901, 2058.955 
  488, 19176, 302.827, 1026.495, 335.341, 537.073 
  489, 19268, 321.571, 1064.862, 336.720, 1972.206 
  490, 16686, 326.114, 1066.963, 318.828, 512.420 
  491, 16687, 326.114, 1066.963, 318.828, 4128.964 
  492, 11011, 312.083, 1038.413, 324.455, 1079.301 
  493,  6490, 310.770, 1059.049, 328.442, 1497.161 
  494,  6491, 310.770, 1059.049, 328.442, 633.905 
  495,  6494, 310.770, 1059.049, 328.442, 345.236 
  496, 15208, 353.448, 1086.441, 335.273, 5157.920 
  497, 15209, 353.448, 1086.441, 335.273, 5379.835 
  498, 15210, 353.448, 1086.441, 335.273, 3816.147 
  499, 15213, 353.448, 1086.441, 335.273, 5379.835 
  500, 15214, 353.448, 1086.441, 335.273, 1672.385 
  501, 15215, 353.448, 1086.441, 335.273, 2849.268 
  502,  3863, 346.807, 1098.630, 319.980, 3336.500 
  503, 18358, 340.004, 1078.233, 320.381, 168.758 
  504, 18359, 340.004, 1078.233, 320.381, 3395.928 
  505,   380, 346.656, 1097.008, 323.847, 379.156 
  506, 12091, 356.957, 1082.759, 325.291, 4969.293 
  507, 12092, 356.957, 1082.759, 325.291, 5376.025 
  508, 12093, 356.957, 1082.759, 325.291, 1989.947 
  509, 13842, 317.428, 1042.844, 333.366, 1928.344 
  510, 13843, 317.428, 1042.844, 333.366, 1799.425 
  511, 12926, 331.029, 1052.953, 328.228, 4177.275 
  512,  3770, 337.354, 1073.865, 318.433, 1560.279 
  513,  3034, 336.679, 1061.007, 321.822, 1418.224 
  514,  3035, 336.679, 1061.007, 321.822, 1664.939 
  515,   868, 309.418, 1057.680, 329.168, 5077.080 
  516,   869, 309.418, 1057.680, 329.168, 2934.980 
  517,   565, 369.250, 1123.196, 330.805, 1074.881 
  518,   566, 369.250, 1123.196, 330.805, 4979.191 
  519,   568, 369.250, 1123.196, 330.805, 2193.867 
  520,   569, 369.250, 1123.196, 330.805, 5719.392 
  521,   570, 369.250, 1123.196, 330.805, 1900.253 
  522,  5401, 393.974, 1134.088, 323.909, 1131.640 
  523,  5403, 393.974, 1134.088, 323.909, 470.018 
  524,  5404, 393.974, 1134.088, 323.909, 5367.647 
  525,  5406, 393.974, 1134.088, 323.909, 1510.826 
  526,  5407, 393.974, 1134.088, 323.909, 5767.562 
  527,  5408, 393.974, 1134.088, 323.909, 3657.895 
  528,  4408, 394.842, 1153.231, 332.804, 108.961 
  529,  4409, 394.842, 1153.231, 332.804, 3074.697 
  530,  4410, 394.842, 1153.231, 332.804, 3023.983 
  531,  4411, 394.842, 1153.231, 332.804, 5882.564 
  532,  4412, 394.842, 1153.231, 332.804, 2980.934 
  533, 11471, 381.384, 1143.049, 326.147, 107.684 
  534, 11473, 381.384, 1143.049, 326.147, 876.628 
  535, 11474, 381.384, 1143.049, 326.147, 5763.611 
  536, 11475, 381.384, 1143.049, 326.147, 4736.002 
  537, 11479, 381.384, 1143.049, 326.147, 3403.548 
  538, 11482, 381.384, 1143.049, 326.147, 2636.195 
  539,  4268, 368.813, 1108.899, 334.826, 2663.330 
  540,  4269, 368.813, 1108.899, 334.826, 114.668 
  541,  4271, 368.813, 1108.899, 334.826, 3979.656 
  542, 12944, 381.229, 1146.290, 329.837, 291.457 
  543, 12945, 381.229, 1146.290, 329.837, 1710.866 
  544,  6831, 382.281, 1117.808, 326.743, 1395.520 
  545, 14356, 364.961, 1117.492, 331.360, 4034.045 
  546, 14360, 364.961, 1117.492, 331.360, 1870.097 
  547, 14361, 364.961, 1117.492, 331.360, 4812.666 
  548, 14362, 364.961, 1117.492, 331.360, 4690.418 
  549, 14363, 364.961, 1117.492, 331.360, 195.833 
  550, 17971, 366.742, 1124.124, 327.809, 1113.356 
  551, 17972, 366.742, 1124.124, 327.809, 1371.855 
  552, 10490, 394.524, 1135.079, 327.973, 822.858 
  553,  6529, 362.902, 1110.529, 332.522, 2385.447 
  554,  6530, 362.902, 1110.529, 332.522, 4386.010 
  555,  6531, 362.902, 1110.529, 332.522, 5017.389 
  556,  6532, 362.902, 1110.529, 332.522, 4083.526 
  557,  6533, 362.902, 1110.529, 332.522, 1701.258 
  558, 10459, 368.785, 1124.138, 320.814, 5099.316 
  559, 10460, 368.785, 1124.138, 320.814, 5424.256 
  560, 10461, 368.785, 1124.138, 320.814, 2905.803 
  561, 16270, 358.888, 1106.590, 333.470, 3449.541 
  562, 16271, 358.888, 1106.590, 333.470, 5585.415 
  563, 16272, 358.888, 1106.590, 333.470, 5585.415 
  564, 16273, 358.888, 1106.590, 333.470, 3050.876 
  565,  5780, 393.454, 1153.988, 314.852, 3169.153 
  566,  5782, 393.454, 1153.988, 314.852, 2010.243 
  567,  5783, 393.454, 1153.988, 314.852, 5687.933 
  568,  5784, 393.454, 1153.988, 314.852, 4730.914 
  569,  5786, 393.454, 1153.988, 314.852, 1173.992 
  570,  5787, 393.454, 1153.988, 314.852, 525.093 
  571,   770, 390.600, 1128.906, 319.471, 1443.563 
  572,   771, 390.600, 1128.906, 319.471, 5512.321 
  573,   772, 390.600, 1128.906, 319.471, 2352.722 
  574, 13442, 376.697, 1139.790, 328.929, 995.944 
  575, 13443, 376.697, 1139.790, 328.929, 5722.202 
  576, 13444, 376.697, 1139.790, 328.929, 1859.522 
  577,  3994, 392.406, 1147.229, 334.685, 788.763 
  578,  3995, 392.406, 1147.229, 334.685, 3688.673 
  579,  4718, 353.078, 1101.744, 319.222, 1623.447 
  580, 14510, 374.652, 1108.155, 328.627, 2146.537 
  581, 15755, 378.676, 1135.442, 318.575, 4331.791 
  582, 15756, 378.676, 1135.442, 318.575, 1433.991 
  583,  9113, 397.832, 1179.133, 322.877, 820.828 
  584,  9114, 397.832, 1179.133, 322.877, 715.389 
  585, 12704, 373.203, 1118.491, 317.590, 2927.458 
  586, 12705, 373.203, 1118.491, 317.590, 3687.751 
  587, 12707, 373.203, 1118.491, 317.590, 1907.266 
  588, 12708, 373.203, 1118.491, 317.590, 5394.708 
  589, 12709, 373.203, 1118.491, 317.590, 5394.708 
  590, 12710, 373.203, 1118.491, 317.590, 1063.889 
  591, 12715, 373.203, 1118.491, 317.590, 417.040 
  592, 12717, 373.203, 1118.491, 317.590, 2301.089 
  593, 12718, 373.203, 1118.491, 317.590, 1378.936 
  594, 12721, 373.203, 1118.491, 317.590, 4668.043 
  595, 12722, 373.203, 1118.491, 317.590, 3676.188 
  596, 15455, 350.714, 1103.082, 319.634, 239.969 
  597, 15456, 350.714, 1103.082, 319.634, 1029.998 
  598, 15458, 350.714, 1103.082, 319.634, 2715.188 
  599, 15459, 350.714, 1103.082, 319.634, 5167.532 
  600, 15460, 350.714, 1103.082, 319.634, 5167.532 
  601, 15461, 350.714, 1103.082, 319.634, 4764.213 
  602,  3612, 399.372, 1184.078, 318.664, 982.652 
  603,  3613, 399.372, 1184.078, 318.664, 2056.695 
  604,  3615, 399.372, 1184.078, 318.664, 2215.436 
  605,  3621, 399.372, 1184.078, 318.664, 5040.786 
  606,  3622, 399.372, 1184.078, 318.664, 1003.667 
  607,  9897, 398.183, 1139.825, 329.831, 2662.065 
  608,  9898, 398.183, 1139.825, 329.831, 5538.617 
  609,  9899, 398.183, 1139.825, 329.831, 722.242 
  610, 14860, 355.872, 1110.255, 328.275, 1607.579 
  611, 12512, 392.416, 1167.102, 321.130, 1361.182 
  612, 12513, 392.416, 1167.102, 321.130, 5560.952 
  613, 12514, 392.416, 1167.102, 321.130, 543.097 
  614, 11396, 361.657, 1104.946, 335.614, 4615.989 
  615,  7377, 354.424, 1102.403, 332.338, 4061.915 
  616,  7378, 354.424, 1102.403, 332.338, 4892.945 
  617,  7280, 373.678, 1102.979, 331.743, 3690.783 
  618,  7281, 373.678, 1102.979, 331.743, 1396.118 
  619,  7289, 373.678, 1102.979, 331.743, 820.852 
  620,  3410, 371.766, 1128.260, 321.134, 1396.774 
  621,  3411, 371.766, 1128.260, 321.134, 5671.575 
  622,  3412, 371.766, 1128.260, 321.134, 5671.575 
  623,  3413, 371.766, 1128.260, 321.134, 5671.575 
  624,  3414, 371.766, 1128.260, 321.134, 4576.448 
  625, 15593, 413.630, 1186.518, 330.965, 2912.236 
  626, 19719, 403.406, 1165.213, 312.425, 2432.824 
  627, 11921, 404.928, 1184.022, 317.644, 1164.855 
  628, 11922, 404.928, 1184.022, 317.644, 1804.907 
  629,  1345, 406.567, 1198.070, 325.169, 715.934 
  630,  1346, 406.567, 1198.070, 325.169, 1106.573 
  631,  1347, 406.567, 1198.070, 325.169, 5582.892 
  632,  1348, 406.567, 1198.070, 325.169, 3517.628 
  633,  1352, 406.567, 1198.070, 325.169, 4982.675 
  634,  1353, 406.567, 1198.070, 325.169, 4261.247 
  635,  2633, 401.227, 1167.813, 330.893, 1909.436 
  636,   342, 412.453, 1173.519, 329.345, 4838.869 
  637,   343, 412.453, 1173.519, 329.345, 4758.614 
  638,  2329, 413.713, 1186.370, 310.453, 254.403 
  639,  2330, 413.713, 1186.370, 310.453, 4049.805 
  640,  2331, 413.713, 1186.370, 310.453, 1713.320 
  641, 16686, 411.980, 1195.360, 331.212, 2347.088 
  642, 16687, 411.980, 1195.360, 331.212, 1926.559 
  643, 10363, 417.074, 1198.144, 312.823, 2374.858 
  644, 10366, 417.074, 1198.144, 312.823, 4593.453 
  645, 10367, 417.074, 1198.144, 312.823, 4031.449 
  646,  4817, 415.451, 1196.134, 310.678, 4273.752 
  647,  4818, 415.451, 1196.134, 310.678, 5777.482 
  648,  4819, 415.451, 1196.134, 310.678, 5777.482 
  649,  4820, 415.451, 1196.134, 310.678, 432.181 
  650, 15061, 415.703, 1174.681, 321.312, 865.635 
  651,  7173, 401.571, 1144.384, 325.485, 5356.155 
  652,  7174, 401.571, 1144.384, 325.485, 5380.835 
  653,  7175, 401.571, 1144.384, 325.485, 5380.835 
  654,  7176, 401.571, 1144.384, 325.485, 5380.835 
  655,  7177, 401.571, 1144.384, 325.485, 1008.775 
  656,  7401, 414.600, 1187.306, 332.990, 2475.888 
  657,  7403, 414.600, 1187.306, 332.990, 304.242 
  658,  7404, 414.600, 1187.306, 332.990, 4621.723 
  659, 18916, 441.922, 1275.934, 327.403, 902.147 
  660, 18917, 441.922, 1275.934, 327.403, 4373.046 
  661,   568, 437.418, 1221.206, 328.702, 2946.091 
  662,  5719, 451.453, 1265.985, 311.936, 2349.420 
  663, 16356, 461.429, 1285.711, 312.039, 243.365 
  664, 16357, 461.429, 1285.711, 312.039, 5976.871 
  665, 16358, 461.429, 1285.711, 312.039, 3114.126 
  666, 13497, 443.219, 1271.958, 311.573, 1432.484 
  667, 13499, 443.219, 1271.958, 311.573, 274.946 
  668, 12761, 425.286, 1222.549, 312.162, 509.154 
  669, 12762, 425.286, 1222.549, 312.162, 5315.693 
  670, 11272, 447.531, 1250.320, 317.620, 685.708 
  671,  9306, 443.622, 1262.764, 329.742, 3739.600 
  672, 17446, 437.739, 1261.488, 312.567, 277.369 
  673,  4987, 434.646, 1251.198, 326.071, 3844.767 
  674,  4988, 434.646, 1251.198, 326.071, 5193.924 
  675,  4989, 434.646, 1251.198, 326.071, 6192.654 
  676,  4990, 434.646, 1251.198, 326.071, 4826.385 
  677,  4991, 434.646, 1251.198, 326.071, 4365.099 
  678,  4992, 434.646, 1251.198, 326.071, 862.052 
  679,  9269, 411.514, 1204.846, 320.625, 851.249 
  680,  9270, 411.514, 1204.846, 320.625, 5776.649 
  681,  9271, 411.514, 1204.846, 320.625, 3214.251 
  682, 13524, 432.268, 1247.036, 328.750, 5611.213 
  683, 13525, 432.268, 1247.036, 328.750, 6083.061 
  684, 13526, 432.268, 1247.036, 328.750, 2380.718 
  685, 15992, 427.214, 1216.979, 330.970, 3129.180 
  686, 15993, 427.214, 1216.979, 330.970, 1067.158 
  687, 15994, 427.214, 1216.979, 330.970, 3569.819 
  688,  9638, 445.931, 1250.346, 311.976, 820.186 
  689,  9639, 445.931, 1250.346, 311.976, 6072.013 
  690,  9640, 445.931, 1250.346, 311.976, 5814.396 
  691, 15421, 449.986, 1275.272, 308.411, 2791.254 
  692, 15422, 449.986, 1275.272, 308.411, 2673.900 
  693, 15423, 449.986, 1275.272, 308.411, 4040.795 
  694, 15424, 449.986, 1275.272, 308.411, 1193.286 
  695, 15427, 449.986, 1275.272, 308.411, 1946.341 
  696, 13535, 455.351, 1288.899, 310.459, 4224.764 
  697, 13536, 455.351, 1288.899, 310.459, 4219.863 
  698, 13537, 455.351, 1288.899, 310.459, 5950.551 
  699, 13538, 455.351, 1288.899, 310.459, 5950.551 
  700, 13539, 455.351, 1288.899, 310.459, 5950.551 
  701, 13540, 455.351, 1288.899, 310.459, 1562.600 
  702, 13545, 455.351, 1288.899, 310.459, 2486.797 
  703, 13546, 455.351, 1288.899, 310.459, 5950.551 
  704, 13547, 455.351, 1288.899, 310.459, 5950.551 
  705, 13548, 455.351, 1288.899, 310.459, 983.647 
  706, 14001, 462.933, 1291.575, 313.290, 4751.269 
  707,  7305, 456.044, 1286.491, 306.441, 1053.765 
  708,  5473, 448.038, 1289.325, 310.870, 772.674 
  709,  5474, 448.038, 1289.325, 310.870, 1910.566 
  710,  5482, 448.038, 1289.325, 310.870, 1399.705 
  711,  5483, 448.038, 1289.325, 310.870, 4791.273 
  712,  9443, 455.487, 1277.089, 312.163, 955.294 
  713, 11373, 437.702, 1255.970, 313.237, 3012.600 
  714, 11374, 437.702, 1255.970, 313.237, 5962.125 
  715, 11375, 437.702, 1255.970, 313.237, 4590.135 
  716, 11377, 437.702, 1255.970, 313.237, 3709.372 
  717, 11378, 437.702, 1255.970, 313.237, 1353.302 
  718, 11383, 437.702, 1255.970, 313.237, 2833.250 
  719, 11384, 437.702, 1255.970, 313.237, 4996.954 
  720, 11387, 437.702, 1255.970, 313.237, 348.329 
  721, 11388, 437.702, 1255.970, 313.237, 5962.125 
  722, 11389, 437.702, 1255.970, 313.237, 5962.125 
  723, 11390, 437.702, 1255.970, 313.237, 776.865 
  724, 11392, 437.702, 1255.970, 313.237, 1436.440 
  725, 11393, 437.702, 1255.970, 313.237, 5833.074 
  726,  2821, 422.498, 1204.972, 313.733, 3824.526 
  727,  2822, 422.498, 1204.972, 313.733, 5545.972 
  728,  2823, 422.498, 1204.972, 313.733, 846.308 
  729,  1752, 442.082, 1264.354, 310.561, 2058.265 
  730,  1753, 442.082, 1264.354, 310.561, 2090.568 
  731, 11410, 422.669, 1225.378, 311.306, 729.831 
  732, 11411, 422.669, 1225.378, 311.306, 1122.128 
  733, 14097, 442.470, 1226.883, 316.987, 1576.495 
  734, 14098, 442.470, 1226.883, 316.987, 6100.383 
  735, 14099, 442.470, 1226.883, 316.987, 6100.383 
  736, 14100, 442.470, 1226.883, 316.987, 252.383 
  737, 19388, 430.831, 1258.648, 316.542, 1761.300 
  738, 19389, 430.831, 1258.648, 316.542, 5725.271 
  739, 19390, 430.831, 1258.648, 316.542, 3402.946 
  740, 12906, 429.047, 1213.127, 311.821, 3058.867 
  741, 12907, 429.047, 1213.127, 311.821, 4450.619 
  742, 15467, 447.183, 1240.028, 321.143, 543.970 
  743,  3541, 436.008, 1264.154, 318.359, 1658.021 
  744,  3542, 436.008, 1264.154, 318.359, 5220.261 
  745,  3543, 436.008, 1264.154, 318.359, 611.288 
  746,  3544, 436.008, 1264.154, 318.359, 1586.243 
  747,  4342, 470.638, 1299.951, 320.372, 753.561 
  748,  4343, 470.638, 1299.951, 320.372, 5925.913 
  749,  4344, 470.638, 1299.951, 320.372, 3622.012 
  750, 11286, 450.200, 1295.669, 312.785, 4787.808 
  751, 11287, 450.200, 1295.669, 312.785, 2297.686 
  752, 14399, 423.391, 1238.108, 314.903, 468.411 
  753, 14400, 423.391, 1238.108, 314.903, 4790.058 
  754, 14402, 423.391, 1238.108, 314.903, 3305.970 
  755, 14403, 423.391, 1238.108, 314.903, 2166.579 
  756, 19126, 443.365, 1254.800, 311.135, 104.750 
  757, 14097, 457.822, 1298.111, 308.728, 1751.185 
  758, 14098, 457.822, 1298.111, 308.728, 2492.087 
  759, 16621, 432.410, 1215.704, 330.538, 2319.544 
  760, 16592, 455.081, 1265.185, 313.784, 2434.839 
  761, 16593, 455.081, 1265.185, 313.784, 2876.517 
  762, 16596, 455.081, 1265.185, 313.784, 560.220 
  763, 14666, 440.917, 1253.624, 307.315, 1852.047 
  764,  3962, 419.559, 1210.897, 311.473, 950.200 
  765,  3963, 419.559, 1210.897, 311.473, 5749.103 
  766,  3964, 419.559, 1210.897, 311.473, 5497.663 
  767, 11261, 461.621, 1295.951, 322.767, 2080.338 
  768, 11268, 461.621, 1295.951, 322.767, 5590.853 
  769, 11269, 461.621, 1295.951, 322.767, 2829.139 
  770,  7391, 464.057, 1281.834, 318.052, 3630.148 
  771,  7392, 464.057, 1281.834, 318.052, 2882.499 
  772,  4406, 457.584, 1278.530, 325.711, 4016.728 
  773,  4407, 457.584, 1278.530, 325.711, 896.525 
  774,  4409, 457.584, 1278.530, 325.711, 4402.282 
  775,  4410, 457.584, 1278.530, 325.711, 6078.667 
  776,  4416, 457.584, 1278.530, 325.711, 1475.175 
  777, 10473, 429.865, 1207.287, 316.683, 1426.767 
  778, 10474, 429.865, 1207.287, 316.683, 3487.366 
  779, 10475, 429.865, 1207.287, 316.683, 1095.695 
  780, 11859, 445.637, 1244.556, 318.739, 530.541 
  781, 11860, 445.637, 1244.556, 318.739, 5877.038 
  782, 11861, 445.637, 1244.556, 318.739, 2899.904 
  783,  9105, 428.205, 1217.646, 312.613, 3455.752 
  784,  6847, 491.358, 1399.226, 302.098, 323.074 
  785,  6848, 491.358, 1399.226, 302.098, 3378.851 
  786,  6849, 491.358, 1399.226, 302.098, 5315.196 
  787,  6850, 491.358, 1399.226, 302.098, 396.889 
  788,  6852, 491.358, 1399.226, 302.098, 4649.518 
  789,  6853, 491.358, 1399.226, 302.098, 6248.855 
  790,  6854, 491.358, 1399.226, 302.098, 6248.855 
  791,  6855, 491.358, 1399.226, 302.098, 6248.855 
  792,  6856, 491.358, 1399.226, 302.098, 1907.351 
  793,  2314, 470.258, 1363.257, 314.665, 2465.174 
  794,  4711, 485.275, 1359.525, 312.983, 518.838 
  795,  4712, 485.275, 1359.525, 312.983, 640.897 
  796,  4713, 485.275, 1359.525, 312.983, 2967.845 
  797,  4714, 485.275, 1359.525, 312.983, 3421.159 
  798,  2498, 476.535, 1374.480, 318.677, 301.088 
  799,  2499, 476.535, 1374.480, 318.677, 5515.354 
  800,  4666, 458.592, 1300.119, 308.110, 199.410 
  801,  4669, 458.592, 1300.119, 308.110, 1867.265 
  802,  4670, 458.592, 1300.119, 308.110, 950.535 
  803,  5340, 464.957, 1331.039, 309.731, 1010.577 
  804,  5341, 464.957, 1331.039, 309.731, 112.686 
  805, 13810, 455.561, 1314.169, 318.105, 4471.902 
  806, 13811, 455.561, 1314.169, 318.105, 4263.428 
  807,   183, 479.831, 1334.054, 310.688, 2052.758 
  808,   184, 479.831, 1334.054, 310.688, 1728.932 
  809,   185, 479.831, 1334.054, 310.688, 3003.426 
  810,   186, 479.831, 1334.054, 310.688, 4881.999 
  811,   193, 479.831, 1334.054, 310.688, 2757.113 
  812,   194, 479.831, 1334.054, 310.688, 3187.467 
  813,   195, 479.831, 1334.054, 310.688, 6270.061 
  814,   196, 479.831, 1334.054, 310.688, 3444.134 
  815, 11376, 497.411, 1388.034, 307.699, 1896.317 
  816, 11377, 497.411, 1388.034, 307.699, 3743.314 
  817, 19499, 483.877, 1344.492, 312.246, 1436.528 
  818, 19500, 483.877, 1344.492, 312.246, 5351.405 
  819,  4191, 461.826, 1333.958, 309.464, 4147.612 
  820,  4202, 489.833, 1367.463, 318.322, 2033.058 
  821,  4203, 489.833, 1367.463, 318.322, 438.578 
  822,  5126, 483.018, 1374.920, 306.718, 1997.662 
  823, 13842, 462.706, 1317.336, 308.979, 3500.764 
  824, 12411, 469.534, 1356.628, 305.774, 5938.182 
  825, 12412, 469.534, 1356.628, 305.774, 5697.442 
  826, 10764, 461.933, 1332.111, 324.288, 2512.214 
  827, 10765, 461.933, 1332.111, 324.288, 216.219 
  828,  4456, 475.652, 1380.501, 309.971, 2435.295 
  829,  4457, 475.652, 1380.501, 309.971, 6047.433 
  830,  4458, 475.652, 1380.501, 309.971, 5419.453 
  831,  2201, 467.912, 1305.222, 308.806, 254.110 
  832, 15597, 484.353, 1353.960, 321.979, 2224.221 
  833, 15598, 484.353, 1353.960, 321.979, 2193.942 
  834, 15599, 484.353, 1353.960, 321.979, 6122.301 
  835, 15600, 484.353, 1353.960, 321.979, 5936.380 
  836, 18694, 475.632, 1339.867, 304.989, 1658.087 
  837, 18697, 475.632, 1339.867, 304.989, 1055.293 
  838,  4644, 477.575, 1334.339, 314.755, 128.028 
  839,  4645, 477.575, 1334.339, 314.755, 1677.675 
  840,  4656, 477.575, 1334.339, 314.755, 4907.185 
  841,  4657, 477.575, 1334.339, 314.755, 5962.572 
  842,  4658, 477.575, 1334.339, 314.755, 5962.572 
  843,  4659, 477.575, 1334.339, 314.755, 1766.180 
  844, 19465, 473.123, 1311.223, 312.537, 202.422 
  845, 19466, 473.123, 1311.223, 312.537, 4525.378 
  846,  9795, 454.885, 1316.437, 314.228, 981.220 
  847,  9804, 454.885, 1316.437, 314.228, 1068.312 
  848, 11143, 450.641, 1304.629, 323.416, 151.058 
  849, 11144, 450.641, 1304.629, 323.416, 5957.530 
  850, 11145, 450.641, 1304.629, 323.416, 5957.530 
  851, 11146, 450.641, 1304.629, 323.416, 5957.530 
  852, 11147, 450.641, 1304.629, 323.416, 5957.530 
  853, 11148, 450.641, 1304.629, 323.416, 5957.530 
  854, 11149, 450.641, 1304.629, 323.416, 1409.722 
  855,  7030, 497.147, 1397.127, 322.025, 2707.319 
  856,  7031, 497.147, 1397.127, 322.025, 6527.705 
  857,  7032, 497.147, 1397.127, 322.025, 6527.705 
  858,  7033, 497.147, 1397.127, 322.025, 3185.662 
  859,  7041, 497.147, 1397.127, 322.025, 2741.518 
  860,  3445, 473.864, 1324.793, 307.194, 3376.783 
  861,  3218, 462.571, 1307.196, 327.887, 3544.052 
  862,  1115, 478.526, 1349.367, 326.443, 1510.633 
  863,  3380, 456.960, 1328.752, 316.219, 4152.442 
  864,  3381, 456.960, 1328.752, 316.219, 4401.819 
  865,  3386, 456.960, 1328.752, 316.219, 2131.244 
  866,  5757, 454.293, 1301.124, 326.566, 917.623 
  867,  5758, 454.293, 1301.124, 326.566, 6263.126 
  868,  5759, 454.293, 1301.124, 326.566, 6263.126 
  869,  5760, 454.293, 1301.124, 326.566, 769.988 
  870, 14169, 472.313, 1337.115, 307.723, 1500.884 
  871,  3622, 494.290, 1376.972, 321.518, 1145.683 
  872,  3625, 494.290, 1376.972, 321.518, 365.750 
  873,  3637, 494.290, 1376.972, 321.518, 735.448 
  874,  1454, 468.097, 1315.148, 308.461, 4959.305 
  875,  1455, 468.097, 1315.148, 308.461, 5382.874 
  876,  1457, 468.097, 1315.148, 308.461, 2032.490 
  877,  1458, 468.097, 1315.148, 308.461, 6119.449 
  878,  1459, 468.097, 1315.148, 308.461, 2586.803 
  879,  1460, 468.097, 1315.148, 308.461, 3216.959 
